cui|string|lex
C0338871|bipolar affective disorder, currently depressed, in full remission|UMLS-SUICIDE
C0338871|depr.bipol.affect.-full remiss|UMLS-SUICIDE
C0338871|bipolar affective disorder, now depressed, in full remission|UMLS-SUICIDE
C0338871|bipolar affective disorder, current episode depressed, in full remission|UMLS-SUICIDE
C0338871|bipolar disorder affective, current episode depressed, in full remission|UMLS-SUICIDE
C0338871|bipolar affective disorder, current episode depressed, in full remission (diagnosis)|UMLS-SUICIDE
C0338871|bipolar affective disorder, currently depressed, in full remission (disorder)|UMLS-SUICIDE
C0338872|bipolar affective disorder, currently depressed, unspecified|UMLS-SUICIDE
C0338872|depressed bipolar affect. nos|UMLS-SUICIDE
C0338872|depressed bipolar affect.-unsp|UMLS-SUICIDE
C0338872|bipolar affective disorder, currently depressed, nos|UMLS-SUICIDE
C0338872|bipolar affective disorder, currently depressed, nos (disorder)|UMLS-SUICIDE
C0338872|bipolar affective disorder, currently depressed, unspecified (disorder)|UMLS-SUICIDE
C0338873|bipolar affective disorder, current episode manic|UMLS-SUICIDE
C0338873|bipolar disorder affective, current episode manic|UMLS-SUICIDE
C0338873|disorder; bipolar, affective, current episode, manic|UMLS-SUICIDE
C0338873|bipolar affective - now manic|UMLS-SUICIDE
C0338873|manic-depressive - now manic|UMLS-SUICIDE
C0338873|bipolar affective disorder, current episode manic (diagnosis)|UMLS-SUICIDE
C0338873|bipolar affective disorder, current episode manic (disorder)|UMLS-SUICIDE
C0338875|bipolar affective disorder, currently manic, mild|UMLS-SUICIDE
C0338875|manic bipolar affective-mild|UMLS-SUICIDE
C0338875|bipolar affective disorder, current episode manic, mild|UMLS-SUICIDE
C0338875|bipolar disorder affective, current episode manic, mild|UMLS-SUICIDE
C0338875|bipolar affective disorder, current episode manic, mild (diagnosis)|UMLS-SUICIDE
C0338875|bipolar affective disorder, currently manic, mild (disorder)|UMLS-SUICIDE
C0338876|bipolar affective disorder, currently manic, moderate|UMLS-SUICIDE
C0338876|manic bipolar affect.-moderate|UMLS-SUICIDE
C0338876|bipolar affective disorder, current episode manic, moderate (diagnosis)|UMLS-SUICIDE
C0338876|bipolar affective disorder, current episode manic, moderate|UMLS-SUICIDE
C0338876|bipolar disorder affective, current episode manic, moderate|UMLS-SUICIDE
C0338876|bipolar affective disorder, currently manic, moderate (disorder)|UMLS-SUICIDE
C0338877|bipolar affective disorder, currently manic, severe, without mention of psychosis|UMLS-SUICIDE
C0338877|bipolar affect disord, currently manic, severe, no psychosis|UMLS-SUICIDE
C0338877|manic bipolar affect.-severe|UMLS-SUICIDE
C0338877|bipolar affective disorder, currently manic, severe, without mention of psychosis (disorder)|UMLS-SUICIDE
C0338878|bipolar affective disorder, currently manic, severe, with psychosis|UMLS-SUICIDE
C0338878|manic bipol.affect.severe+psyc|UMLS-SUICIDE
C0338878|bipolar affect disord, currently manic,severe with psychosis|UMLS-SUICIDE
C0338878|bipolar affective disorder, current episode manic, severe with psychosis (diagnosis)|UMLS-SUICIDE
C0338878|bipolar affective disorder, current episode manic, severe with psychosis|UMLS-SUICIDE
C0338878|bipolar disorder affective, current episode manic, severe with psychosis|UMLS-SUICIDE
C0338878|bipolar affective disorder, currently manic, severe, with psychosis (disorder)|UMLS-SUICIDE
C0338879|bipolar affective disorder, currently manic, in partial or unspecified remission|UMLS-SUICIDE
C0338879|manic bipol.affect.part remiss|UMLS-SUICIDE
C0338879|bipolar affect disord,currently manic, part/unspec remission|UMLS-SUICIDE
C0338879|bipolar affective disorder, currently manic, in partial or unspecified remission (disorder)|UMLS-SUICIDE
C0338880|bipolar affective disorder, currently manic, in full remission|UMLS-SUICIDE
C0338880|bipolar disorder affective, currently manic, in full remission|UMLS-SUICIDE
C0338880|bipolar affective disorder, currently manic, full remission|UMLS-SUICIDE
C0338880|manic bipol.affect.full remiss|UMLS-SUICIDE
C0338880|bipolar affective disorder, currently manic, in full remission (diagnosis)|UMLS-SUICIDE
C0338880|bipolar affective disorder, currently manic, in full remission (disorder)|UMLS-SUICIDE
C0338881|bipolar affective disorder, currently manic, unspecified|UMLS-SUICIDE
C0338881|bipolar affective disorder, currently manic, nos|UMLS-SUICIDE
C0338881|manic bipolar affective nos|UMLS-SUICIDE
C0338881|manic bipolar affective-unspec|UMLS-SUICIDE
C0338881|bipolar affective disorder, currently manic, nos (disorder)|UMLS-SUICIDE
C0338881|bipolar affective disorder, currently manic, unspecified (disorder)|UMLS-SUICIDE
C0338884|single major depressive episode, severe, without mention of psychosis|UMLS-SUICIDE
C0338884|single major depression-severe|UMLS-SUICIDE
C0338884|single major depressive episode, severe, without psychosis|UMLS-SUICIDE
C0338884|single major depressive episode, severe, without mention of psychosis (disorder)|UMLS-SUICIDE
C0338885|single major depressive episode, severe, with psychosis|UMLS-SUICIDE
C0338885|single maj.depress.severe+psyc|UMLS-SUICIDE
C0338885|single major depressive episode, severe, with psychosis (disorder)|UMLS-SUICIDE
C0338885|single episode major depression with psychotic features|UMLS-SUICIDE
C0338885|single episode major depression with psychotic features (diagnosis)|UMLS-SUICIDE
C0338886|major depressive affective disorder, single episode, in partial or unspecified remission|UMLS-SUICIDE
C0338886|major depressive disorder, single episode, in partial or unspecified remission|UMLS-SUICIDE
C0338886|single major depressive episode, in partial or unspecified remission (disorder)|UMLS-SUICIDE
C0338886|single maj.depres.-part remiss|UMLS-SUICIDE
C0338886|single major depressive episode, partial or unspec remission|UMLS-SUICIDE
C0338886|single major depressive episode, in partial or unspecified remission|UMLS-SUICIDE
C0338886|depr psychos-part remiss|UMLS-SUICIDE
C0338890|recurrent major depressive episodes, moderate|UMLS-SUICIDE
C0338890|recurr.major depress.-moderate|UMLS-SUICIDE
C0338890|major depression, recurrent, moderate episode (diagnosis)|UMLS-SUICIDE
C0338890|major depression, recurrent, moderate episode|UMLS-SUICIDE
C0338890|recurrent major depressive episodes, moderate (disorder)|UMLS-SUICIDE
C0338890|major depressive disorder, recurrent episode, moderate|UMLS-SUICIDE
C0338891|recurrent major depressive episodes, severe, without mention of psychosis|UMLS-SUICIDE
C0338891|recurr.major depression-severe|UMLS-SUICIDE
C0338891|recurrent major depressive episodes, severe, no psychosis|UMLS-SUICIDE
C0338891|recurrent major depressive episodes, severe, without mention of psychosis (disorder)|UMLS-SUICIDE
C0338892|recurrent major depressive episodes, severe, with psychosis|UMLS-SUICIDE
C0338892|recurr.maj.depres.-severe+psyc|UMLS-SUICIDE
C0338892|recurrent major depressive episodes, severe, with psychosis (disorder)|UMLS-SUICIDE
C0338893|major depressive affective disorder, recurrent episode, in partial or unspecified remission|UMLS-SUICIDE
C0338893|major depressive disorder, recurrent episode, in partial or unspecified remission|UMLS-SUICIDE
C0338893|recurrent major depressive episodes, in partial or unspecified remission (disorder)|UMLS-SUICIDE
C0338893|recurr.maj.depres.-part remiss|UMLS-SUICIDE
C0338893|recurrent major depressive episodes, in partial or unspecified remission|UMLS-SUICIDE
C0338893|recurrent major depressive episodes,partial/unspec remission|UMLS-SUICIDE
C0338893|recur depr psyc-part rem|UMLS-SUICIDE
C0338895|endogenous depression first episode|UMLS-SUICIDE
C0338895|depression endogenous - first episode|UMLS-SUICIDE
C0338895|endogenous depression - first episode|UMLS-SUICIDE
C0338895|endogenous depression - first|UMLS-SUICIDE
C0338895|endogenous depression - first episode (diagnosis)|UMLS-SUICIDE
C0338895|endogenous depression first episode (disorder)|UMLS-SUICIDE
C0338897|masked depression|UMLS-SUICIDE
C0338897|depression masked|UMLS-SUICIDE
C0338897|depression; masked|UMLS-SUICIDE
C0338897|masked; depression|UMLS-SUICIDE
C0338897|masked depression (diagnosis)|UMLS-SUICIDE
C0338897|masked depression (disorder)|UMLS-SUICIDE
C0338908|mixed anxiety and depressive disorder|UMLS-SUICIDE
C0338908|disorder; mixed, anxiety and depressive|UMLS-SUICIDE
C0338908|mixed; disorder, anxiety and depressive|UMLS-SUICIDE
C0338908|mixed anxiety + depress disord|UMLS-SUICIDE
C0338908|anxiety depression|UMLS-SUICIDE
C0338908|depression anxiety|UMLS-SUICIDE
C0338908|depression; anxiety|UMLS-SUICIDE
C0338908|anxiety; depression|UMLS-SUICIDE
C0338908|anxiety/depression|UMLS-SUICIDE
C0338908|anxiety with depression|UMLS-SUICIDE
C0338908|depression with anxiety|UMLS-SUICIDE
C0338908|mixed anxiety & depressive|UMLS-SUICIDE
C0338908|anxious depression|UMLS-SUICIDE
C0338908|anxiety depression mixed|UMLS-SUICIDE
C0338908|mixed anxiety depression|UMLS-SUICIDE
C0338908|mixed anxiety and depressive disorder (disorder)|UMLS-SUICIDE
C0338908|[x]mixed anxiety and depressive disorder|UMLS-SUICIDE
C0338908|depression with anxiety (diagnosis)|UMLS-SUICIDE
C0339017|depressive conduct disorder|UMLS-SUICIDE
C0339017|depressive conduct disorder (diagnosis)|UMLS-SUICIDE
C0339017|depressive conduct disorder (disorder)|UMLS-SUICIDE
C0339017|depressive; behavioral disorder|UMLS-SUICIDE
C0339017|behavioral disorder; depressive|UMLS-SUICIDE
C0342069|mild postnatal depression|UMLS-SUICIDE
C0342069|mild postnatal depression (disorder)|UMLS-SUICIDE
C0342069|mild postpartum depression|UMLS-SUICIDE
C0342069|mild postpartum depression (diagnosis)|UMLS-SUICIDE
C0342071|severe postnatal depression|UMLS-SUICIDE
C0342071|severe postnatal depression (disorder)|UMLS-SUICIDE
C0342071|severe postpartum depression (diagnosis)|UMLS-SUICIDE
C0342071|severe postpartum depression|UMLS-SUICIDE
C0344197|emotional abuse of child|UMLS-SUICIDE
C0344197|of child emotional abuse|UMLS-SUICIDE
C0344197|emotional child abuse|UMLS-SUICIDE
C0344197|child emotional abuse|UMLS-SUICIDE
C0344197|abuse;emotional;child|UMLS-SUICIDE
C0344197|emotional maltreatment of child|UMLS-SUICIDE
C0344197|emotional maltreatment, child|UMLS-SUICIDE
C0344197|emotional abuse of child (disorder)|UMLS-SUICIDE
C0344197|emotional abuse of child (finding)|UMLS-SUICIDE
C0344197|(emotional maltreatment of child) or (emotional deprivation of child)|UMLS-SUICIDE
C0344197|emotionally abused child|UMLS-SUICIDE
C0344197|emotional abuse of child (event)|UMLS-SUICIDE
C0344197|(emotional maltreatment of child) or (emotional deprivation of child) (disorder)|UMLS-SUICIDE
C0344315|depressed mood|UMLS-SUICIDE
C0344315|mood depressed|UMLS-SUICIDE
C0344315|depressed|UMLS-SUICIDE
C0344315|depressing|UMLS-SUICIDE
C0344315|feeling low|UMLS-SUICIDE
C0344315|low mood|UMLS-SUICIDE
C0344315|melancholic|UMLS-SUICIDE
C0344315|miserable|UMLS-SUICIDE
C0344315|morose mood|UMLS-SUICIDE
C0344315|morosity|UMLS-SUICIDE
C0344315|melancholy|UMLS-SUICIDE
C0344315|decreased mood|UMLS-SUICIDE
C0344315|feeling blue|UMLS-SUICIDE
C0344315|mood depressions|UMLS-SUICIDE
C0344315|depression moods|UMLS-SUICIDE
C0344315|mood depression|UMLS-SUICIDE
C0344315|feeling down|UMLS-SUICIDE
C0344315|feeling;down|UMLS-SUICIDE
C0344315|depressed mood (finding)|UMLS-SUICIDE
C0344315|depressed mood (physical finding)|UMLS-SUICIDE
C0344315|morose mood (finding)|UMLS-SUICIDE
C0349205|mania without psychotic symptoms|UMLS-SUICIDE
C0349205|mania; without psychotic symptoms|UMLS-SUICIDE
C0349205|mania without psychotic sym|UMLS-SUICIDE
C0349205|[x]mania without psychotic sym|UMLS-SUICIDE
C0349205|[x]mania without psychotic symptoms|UMLS-SUICIDE
C0349205|[x]mania without psychotic symptoms (disorder)|UMLS-SUICIDE
C0349206|mania with psychotic symptoms|UMLS-SUICIDE
C0349206|mania; with psychotic symptoms|UMLS-SUICIDE
C0349206|psychotic symptoms; mania|UMLS-SUICIDE
C0349206|mania with psychotic sympts|UMLS-SUICIDE
C0349206|[x]mania with psychotic sympts|UMLS-SUICIDE
C0349206|[x]mania with psychotic symptoms|UMLS-SUICIDE
C0349206|[x]mania with psychotic symptoms (disorder)|UMLS-SUICIDE
C0349206|[x]manic stupor|UMLS-SUICIDE
C0349207|other manic episodes|UMLS-SUICIDE
C0349207|[x]other manic episodes|UMLS-SUICIDE
C0349207|[x]other manic episodes (disorder)|UMLS-SUICIDE
C0349208|manic episode|UMLS-SUICIDE
C0349208|episode; manic|UMLS-SUICIDE
C0349208|manic; episode|UMLS-SUICIDE
C0349208|episodes manic|UMLS-SUICIDE
C0349208|manic episode, unspecified|UMLS-SUICIDE
C0349208|[x]manic episode, unspecified|UMLS-SUICIDE
C0349208|manic episode (diagnosis)|UMLS-SUICIDE
C0349208|[x]manic episode, unspecified (disorder)|UMLS-SUICIDE
C0349208|[x] mania: [episode, unspecified] or [nos]|UMLS-SUICIDE
C0349208|[x]manic episode|UMLS-SUICIDE
C0349208|[x]mania nos|UMLS-SUICIDE
C0349208|[x] mania: [episode, unspecified] or [nos] (disorder)|UMLS-SUICIDE
C0349210|bipolar affective disorder, current episode manic without psychotic symptoms|UMLS-SUICIDE
C0349210|bipol aff, manic no psychos|UMLS-SUICIDE
C0349210|[x]bipol aff, manic no psychos|UMLS-SUICIDE
C0349210|bipolar affect disorder cur epi manic wout psychotic symp|UMLS-SUICIDE
C0349210|[x]bipolar affect disorder cur epi manic wout psychotic symp|UMLS-SUICIDE
C0349210|[x]bipolar affective disorder, current episode manic without psychotic symptoms|UMLS-SUICIDE
C0349210|[x]bipolar affective disorder, current episode manic without psychotic symptoms (disorder)|UMLS-SUICIDE
C0349211|bipolar affective disorder, current episode manic with psychotic symptoms|UMLS-SUICIDE
C0349211|disorder; bipolar, affective, current episode, manic, with psychotic symptoms|UMLS-SUICIDE
C0349211|bipol affect manic+psychos|UMLS-SUICIDE
C0349211|[x]bipol affect manic+psychos|UMLS-SUICIDE
C0349211|bipolar affect disorder cur epi manic with psychotic symp|UMLS-SUICIDE
C0349211|[x]bipolar affect disorder cur epi manic with psychotic symp|UMLS-SUICIDE
C0349211|[x]bipolar affective disorder, current episode manic with psychotic symptoms|UMLS-SUICIDE
C0349211|[x]bipolar affective disorder, current episode manic with psychotic symptoms (disorder)|UMLS-SUICIDE
C0349212|bipolar affective disorder, current episode mild or moderate depression|UMLS-SUICIDE
C0349212|disorder; bipolar, affective, current episode, mild or moderate depression|UMLS-SUICIDE
C0349212|bipol aff mild/mod depress|UMLS-SUICIDE
C0349212|[x]bipol aff mild/mod depress|UMLS-SUICIDE
C0349212|bipolar affect disorder cur epi mild or moderate depressn|UMLS-SUICIDE
C0349212|[x]bipolar affect disorder cur epi mild or moderate depressn|UMLS-SUICIDE
C0349212|[x]bipolar affective disorder, current episode mild or moderate depression|UMLS-SUICIDE
C0349212|[x]bipolar affective disorder, current episode mild or moderate depression (disorder)|UMLS-SUICIDE
C0349213|bipolar affective disorder, current episode severe depression without psychotic symptoms|UMLS-SUICIDE
C0349213|bipol ad,cur sev dep,no psy|UMLS-SUICIDE
C0349213|[x]bipol ad,cur sev dep,no psy|UMLS-SUICIDE
C0349213|bipol aff disord, curr epis sev depress, no psychot symp|UMLS-SUICIDE
C0349213|[x]bipol aff disord, curr epis sev depress, no psychot symp|UMLS-SUICIDE
C0349213|[x]bipolar affective disorder, current episode severe depression without psychotic symptoms|UMLS-SUICIDE
C0349213|[x]bipolar affective disorder, current episode severe depression without psychotic symptoms (disorder)|UMLS-SUICIDE
C0349214|bipolar affective disorder, currently in remission|UMLS-SUICIDE
C0349214|bipolar; disorder, affective, in remission (currently)|UMLS-SUICIDE
C0349214|disorder; bipolar, affective, in remission (currently)|UMLS-SUICIDE
C0349214|bipol affect dis remission|UMLS-SUICIDE
C0349214|[x]bipol affect dis remission|UMLS-SUICIDE
C0349214|[x]bipolar affective disorder, currently in remission|UMLS-SUICIDE
C0349214|[x]bipolar affective disorder, currently in remission (disorder)|UMLS-SUICIDE
C0349214|remission in; bipolar affective disorder|UMLS-SUICIDE
C0349214|bipolar affective disorder; remission in|UMLS-SUICIDE
C0349215|other bipolar affective disorders|UMLS-SUICIDE
C0349215|[x]other bipolar affective disorders|UMLS-SUICIDE
C0349215|oth bipolar affectve disord|UMLS-SUICIDE
C0349215|[x]oth bipolar affectve disord|UMLS-SUICIDE
C0349215|[x]other bipolar affective disorders (disorder)|UMLS-SUICIDE
C0349215|[x]bipolar ii disorder|UMLS-SUICIDE
C0349216|other depressive episodes|UMLS-SUICIDE
C0349216|[x]other depressive episodes|UMLS-SUICIDE
C0349216|[x]other depressive episodes (disorder)|UMLS-SUICIDE
C0349217|depressive episode, unspecified|UMLS-SUICIDE
C0349217|depressive episode, unspecf|UMLS-SUICIDE
